,ID,SoortGegevens,Perioden,Totaal_1,BrutoBinnenlandsProduct_2,Totaal_3,Goederen_4,Diensten_5,Totaal_6,Totaal_7,Totaal_8,Huishoudens_9,Overheid_10,Totaal_11,BedrijvenEnHuishoudens_12,Overheid_13,VeranderingInVoorraden_14,Totaal_15,Goederen_16,Diensten_17,Totaal_18,Totaal_19,ALandbouwBosbouwEnVisserij_20,Totaal_21,BDelfstoffenwinning_22,Totaal_23,k_1012VoedingsGenotmiddelenindustrie_24,k_1315TextielKledingLederindustrie_25,k_1618HoutPapierGrafischeIndustr_26,k_19AardolieIndustrie_27,k_2021ChemieEnFarmaceutischeIndustrie_28,k_2223KunststofEnBouwmateriaalindustr_29,k_2425BasismetaalMetaalprodIndustrie_30,k_2627ElektrischeEnElektronIndustrie_31,k_28MachineIndustrie_32,k_2930Transportmiddelenindustrie_33,k_3133OverigeIndustrieEnReparatie_34,DEnergievoorziening_35,EWaterbedrijvenEnAfvalbeheer_36,FBouwnijverheid_37,Totaal_38,Totaal_39,GHandel_40,HVervoerEnOpslag_41,IHoreca_42,JInformatieEnCommunicatie_43,KFinancieleDienstverlening_44,LVerhuurEnHandelVanOnroerendGoed_45,Totaal_46,MSpecialistischeZakelijkeDiensten_47,Totaal_48,k_77VerhuurVanRoerendeGoederen_49,k_78UitzendbureausEnArbeidsbemiddeling_50,k_79ReisbureausReisorganisatieEnInfo_51,k_8082BeveiligingEnOverigeDiensten_52,Totaal_53,Totaal_54,Totaal_55,OOpenbaarBestuurEnOverheidsdiensten_56,POnderwijs_57,QGezondheidsEnWelzijnszorg_58,RUCultuurRecreatieOverigeDiensten_59,Saldo_60,ProductgebondenBelastingen_61,ProductgebondenSubsidies_62,BrutoBinnenlandsProduct_63,BeloningVanWerknemers_64,NettoExploitatieoverschot_65,Saldo_66,BelastingenOpProductieEnInvoer_67,Subsidies_68,NettoBinnenlandsProduct_69,VerbruikVanVasteActiva_70,BrutoBinnenlandsProduct_71,BrutoBinnenlandsProduct_72,Saldo_73,OntvangenPrimaireInkomensBuitenland_74,BetaaldePrimaireInkomensBuitenland_75,BrutoNationaalInkomen_76,Saldo_77,OntvangenInkomensoverdrachtBuitenland_78,BetaaldeInkomensoverdrachtenBuitenland_79,BrutoBeschikbaarNationaalInkomen_80,ConsumptieveBestedingen_81,CorrectiePensioenvoorziening_82,BrutoNationaleBesparingen_83,BrutoInvesteringen_84,NationaalInkomensoverschot_85,UitvoersaldoGoederen_86,UitvoersaldoDiensten_87,SaldoPrimaireInkomensBuitenland_88,SaldoInkomensoverdrachtenBuitenland_89,CorrectiePensioenvoorziening_90,SaldoLopendeTransactiesBuitenland_91,Saldo_92,OntvangenKapitaaloverdrachten_93,BetaaldeKapitaaloverdrachten_94,SaldoAanEnVerkopenVanNietGeprod_95,NationaalVorderingensaldo_96,Totaal_97,Totaal_98,Totaal_99,Totaal_100,Voedingsmiddelen_101,DrankenEnTabak_102,Totaal_103,KledingEnTextiel_104,SchoenenEnLederwaren_105,WoninginrichtingEnWoningdecoratie_106,ElektrischeApparatuur_107,VervoermiddelenEnOnderdelen_108,OverigeDuurzameGoederen_109,TotaalOverigeGoederen_110,EnergieEnWater_111,BrandstoffenEnOverigeGoederen_112,Totaal_113,Huisvesting_114,Horecadiensten_115,RecreatieEnCultuurdiensten_116,VervoerEnCommunicatieDiensten_117,MedischeDienstenEnWelzijnszorg_118,FinancieleEnZakelijkeDiensten_119,OverigeDiensten_120,BinnenlandsConsumptieHuishoudens_121,ConsumptieIngezetenenInHetBuitenland_122,ConsumptieNietIngezetenenInNederland_123,Totaal_124,IndividueleConsumptieOverheid_125,CollectieveConsumptieOverheid_126,Totaal_127,WerkelijkeIndividueleConsumptie_128,WerkelijkeCollectieveConsumptie_129,Totaal_130,Totaal_131,Woningen_132,Totaal_133,Gebouwen_134,GrondWegEnWaterbouwkundigeWerken_135,OverdrachtskostenOpGrond_136,Vervoermiddelen_137,Totaal_138,Computers_139,Telecommunicatieapparatuur_140,MachinesEnOverigeMaterieleActiva_141,InCultuurGebrachteActiva_142,Totaal_143,ComputerprogrammatuurEnDatabanken_144,OnderzoekEnOntwikkeling_145,OverigeImmaterieleActiva_146,VerkoopVanGebruikteVasteActiva_147,Totaal_148,Totaal_149,ALandbouwBosbouwEnVisserij_150,BFNijverheidEnEnergie_151,GNCommercieleDienstverlening_152,OUNietCommercieleDienstverlening_153,VerkoopVanGebruikteVasteActiva_154,Totaal_155,LandbouwBosbouwEnVisserijproducten_156,WinningVanDelfstoffen_157,VoedingsmiddelenDrankenEnTabak_158,TextielKledingEnProductenVanLeder_159,HoutEnPapierwarenDrukwerk_160,Aardolieproducten_161,ChemischeEnFarmaceutischeProducten_162,RubberKunststofEnMineraleProducten_163,BasismetalenEnMetaalproducten_164,MachinesEnElektrischeApparatuur_165,ElektrotechnischeEnOptischeApparatuur_166,Transportmiddelen_167,OverigeIndustrieleProducten_168,OverigeProducten_169,ConsumptieNietIngezetenenInNederland_170,CifFobCorrectie_171,Totaal_172,UitvoerGoederenUitProductie_173,Wederuitvoer_174,Totaal_175,ConsumptieNietIngezetenenInNederland_176,OverigeUitvoerVanDiensten_177,CifFobCorrectie_178,Totaal_179,LandbouwBosbouwEnVisserijproducten_180,WinningVanDelfstoffen_181,VoedingsmiddelenDrankenEnTabak_182,TextielKledingEnProductenVanLeder_183,HoutEnPapierwarenDrukwerk_184,Aardolieproducten_185,ChemischeEnFarmaceutischeProducten_186,RubberKunststofEnMineraleProducten_187,BasismetalenEnMetaalproducten_188,MachinesEnElektrischeApparatuur_189,ElektrotechnischeEnOptischeApparaten_190,Transportmiddelen_191,OverigeIndustrieleProducten_192,OverigeProducten_193,ConsumptieIngezetenenInHetBuitenland_194,CifFobCorrectie_195,Totaal_196,InvoerGoederenCif_197,CifFobCorrectieEnHerclassificatie_198,Totaal_199,InvoerDienstenCif_200,CifFobHerclassificatie_201,Totaal_202,ProductgebondenBelastingen_203,NietProductgebondenBelastingen_204,TotaalSubsidies_205,ProductgebondenSubsidies_206,NietProductgebondenSubsidies_207
238,238,"Prijsniveau 2015, seizoengecorrigeerd",2013 3e kwartaal,276360.0,166989.0,109703.0,79458.0,30005.0,276360.0,149196.0,118892.0,75980.0,42922.0,30484.0,24362.0,6116.0,-197.0,127310.0,96772.0,30412.0,150446.0,33868.0,2836.0,25027.0,3902.0,18190.0,,,,,,,,,,,,1787.0,925.0,6065.0,80236.0,30037.0,,,,6794.0,13338.0,9302.0,20736.0,,,,,,,36332.0,32648.0,,,,,3687.0,16540.0,16717.0,177.0,166989.0,,,,,,,,166989.0,166989.0,,60926.0,60765.0,165386.0,,3221.0,6175.0,162862.0,118892.0,,44052.0,30304.0,,,,,,,,,,,,,118892.0,75980.0,,,,,,,,,,,,,,,,,,,,,,,,,,42922.0,28854.0,14070.0,118892.0,104830.0,14070.0,30484.0,31836.0,4816.0,8784.0,,,,2566.0,1235.0,,,5831.0,86.0,8556.0,,,,1341.0,30484.0,31836.0,1239.0,6324.0,16281.0,8012.0,1341.0,127310.0,,,,,,,,,,,,,,,,,96772.0,,,30412.0,,,,109703.0,,,,,,,,,,,,,,,,,79458.0,,,30005.0,,,,,,,,
239,239,"Prijsniveau 2015, seizoengecorrigeerd",2013 4e kwartaal,280789.0,168049.0,112992.0,80362.0,32524.0,280789.0,151886.0,119133.0,76307.0,42820.0,32445.0,26338.0,6096.0,289.0,129045.0,97392.0,31582.0,151239.0,34299.0,2823.0,25516.0,4108.0,18409.0,,,,,,,,,,,,1839.0,947.0,6023.0,80736.0,30350.0,,,,6851.0,13254.0,9434.0,20865.0,,,,,,,36175.0,32529.0,,,,,3646.0,16818.0,17007.0,187.0,168049.0,,,,,,,,168049.0,168049.0,,57511.0,59304.0,164657.0,,3227.0,5807.0,161830.0,119133.0,,42869.0,32725.0,,,,,,,,,,,,,119133.0,76307.0,,,,,,,,,,,,,,,,,,,,,,,,,,42820.0,28827.0,13995.0,119133.0,105137.0,13995.0,32445.0,34381.0,4771.0,8835.0,,,,3333.0,1275.0,,,5371.0,188.0,10723.0,,,,1933.0,32445.0,34381.0,1244.0,6196.0,19081.0,7853.0,1933.0,129045.0,,,,,,,,,,,,,,,,,97392.0,,,31582.0,,,,112992.0,,,,,,,,,,,,,,,,,80362.0,,,32524.0,,,,,,,,
240,240,"Prijsniveau 2015, seizoengecorrigeerd",2013,1104276.0,667252.0,438482.0,317422.0,119755.0,1104276.0,596845.0,475187.0,303652.0,171532.0,121168.0,96839.0,24308.0,513.0,507990.0,386387.0,120995.0,601773.0,136525.0,11145.0,101662.0,17244.0,72284.0,13466.0,1103.0,3772.0,1253.0,11931.0,4326.0,8297.0,7340.0,8916.0,3425.0,8517.0,7335.0,3656.0,23924.0,319918.0,119387.0,78584.0,29967.0,10882.0,27119.0,53540.0,36763.0,83029.0,47589.0,35444.0,8327.0,14677.0,2657.0,9747.0,145226.0,130473.0,75266.0,44591.0,30672.0,55227.0,14760.0,65502.0,66228.0,726.0,667252.0,,,66510.0,75154.0,8614.0,554031.0,113208.0,667252.0,667252.0,,240369.0,245110.0,656637.0,,12619.0,22643.0,646619.0,475187.0,,171699.0,121707.0,,,,,,,,,,,,,475187.0,303652.0,129928.0,43531.0,32852.0,10701.0,51677.0,12278.0,3589.0,11911.0,7546.0,9621.0,6762.0,34663.0,10453.0,24227.0,171177.0,64573.0,21939.0,13229.0,14508.0,12326.0,24349.0,20214.0,301081.0,13268.0,10683.0,171532.0,115606.0,55932.0,475187.0,419266.0,55932.0,121168.0,126330.0,18945.0,34749.0,16913.0,16725.0,1076.0,10833.0,4990.0,4015.0,977.0,22094.0,332.0,34376.0,18826.0,14384.0,1212.0,5095.0,121168.0,126330.0,5016.0,24788.0,65506.0,31103.0,5095.0,507990.0,,,,,,,,,,,,,,,10683.0,-2351.0,386387.0,198934.0,187465.0,120995.0,10683.0,112720.0,-2351.0,438482.0,,,,,,,,,,,,,,,13268.0,-2351.0,317422.0,323508.0,-6082.0,119755.0,115922.0,3732.0,75154.0,66228.0,8931.0,8614.0,726.0,7888.0
241,241,"Prijsniveau 2015, seizoengecorrigeerd",2014 1e kwartaal,279043.0,167890.0,111444.0,80935.0,30223.0,279043.0,148961.0,118961.0,75789.0,43167.0,29512.0,23622.0,5888.0,485.0,130192.0,98028.0,32028.0,150937.0,33368.0,2883.0,24388.0,3159.0,18420.0,,,,,,,,,,,,1779.0,958.0,6149.0,81128.0,30413.0,,,,6947.0,13188.0,9469.0,21111.0,,,,,,,36452.0,32784.0,,,,,3669.0,16956.0,17133.0,178.0,167890.0,,,,,,,,167890.0,167890.0,,67742.0,71149.0,163162.0,,3302.0,5686.0,161201.0,118961.0,,42314.0,30006.0,,,,,,,,,,,,,118961.0,75789.0,,,,,,,,,,,,,,,,,,,,,,,,,,43167.0,29029.0,14140.0,118961.0,104824.0,14140.0,29512.0,30478.0,4879.0,8471.0,,,,2460.0,1257.0,,,5744.0,-8.0,7596.0,,,,920.0,29512.0,30478.0,1273.0,6728.0,15093.0,7418.0,920.0,130192.0,,,,,,,,,,,,,,,,,98028.0,,,32028.0,,,,111444.0,,,,,,,,,,,,,,,,,80935.0,,,30223.0,,,,,,,,
242,242,"Prijsniveau 2015, seizoengecorrigeerd",2014 2e kwartaal,280393.0,168873.0,111960.0,81103.0,30289.0,280393.0,148951.0,119321.0,76070.0,43253.0,29255.0,23278.0,5969.0,386.0,131415.0,98969.0,32380.0,152180.0,34097.0,2905.0,25250.0,3782.0,18506.0,,,,,,,,,,,,1904.0,977.0,6014.0,81603.0,30682.0,,,,6957.0,13050.0,9528.0,21373.0,,,,,,,36472.0,32838.0,,,,,3634.0,16705.0,16885.0,179.0,168873.0,,,,,,,,168873.0,168873.0,,67739.0,67653.0,166497.0,,3307.0,6124.0,163737.0,119321.0,,44417.0,29669.0,,,,,,,,,,,,,119321.0,76070.0,,,,,,,,,,,,,,,,,,,,,,,,,,43253.0,29104.0,14151.0,119321.0,105169.0,14151.0,29255.0,30261.0,4790.0,8270.0,,,,2392.0,1269.0,,,5805.0,44.0,7617.0,,,,1001.0,29255.0,30261.0,1286.0,6704.0,15043.0,7285.0,1001.0,131415.0,,,,,,,,,,,,,,,,,98969.0,,,32380.0,,,,111960.0,,,,,,,,,,,,,,,,,81103.0,,,30289.0,,,,,,,,
243,243,"Prijsniveau 2015, seizoengecorrigeerd",2014 3e kwartaal,283011.0,169295.0,113940.0,82559.0,31152.0,283011.0,149067.0,119304.0,76040.0,43257.0,29316.0,23483.0,5826.0,449.0,133926.0,100197.0,33700.0,152779.0,34292.0,2889.0,25401.0,3954.0,18493.0,,,,,,,,,,,,1899.0,985.0,6020.0,81948.0,30739.0,,,,7015.0,13016.0,9634.0,21525.0,,,,,,,36534.0,32906.0,,,,,3627.0,16536.0,16714.0,179.0,169295.0,,,,,,,,169295.0,169295.0,,68638.0,69521.0,166542.0,,3380.0,5122.0,164530.0,119304.0,,45329.0,29782.0,,,,,,,,,,,,,119304.0,76040.0,,,,,,,,,,,,,,,,,,,,,,,,,,43257.0,29012.0,14247.0,119304.0,105048.0,14247.0,29316.0,30870.0,4855.0,8453.0,,,,2732.0,1279.0,,,5724.0,141.0,7745.0,,,,1554.0,29316.0,30870.0,1346.0,6730.0,15613.0,7215.0,1554.0,133926.0,,,,,,,,,,,,,,,,,100197.0,,,33700.0,,,,113940.0,,,,,,,,,,,,,,,,,82559.0,,,31152.0,,,,,,,,
244,244,"Prijsniveau 2015, seizoengecorrigeerd",2014 4e kwartaal,286160.0,170811.0,115586.0,83504.0,31865.0,286160.0,150348.0,119745.0,76885.0,42865.0,30223.0,24396.0,5824.0,384.0,135787.0,101284.0,34486.0,154522.0,35018.0,2968.0,25549.0,3940.0,18632.0,,,,,,,,,,,,1849.0,1013.0,6503.0,82987.0,31096.0,,,,7182.0,13103.0,9779.0,21828.0,,,,,,,36514.0,32877.0,,,,,3637.0,16281.0,16454.0,173.0,170811.0,,,,,,,,170811.0,170811.0,,65295.0,68102.0,167210.0,,3639.0,5612.0,164762.0,119745.0,,45114.0,30616.0,,,,,,,,,,,,,119745.0,76885.0,,,,,,,,,,,,,,,,,,,,,,,,,,42865.0,28949.0,13918.0,119745.0,105866.0,13918.0,30223.0,32224.0,5605.0,9038.0,,,,2628.0,1227.0,,,5739.0,186.0,7842.0,,,,2007.0,30223.0,32224.0,1360.0,6752.0,16776.0,7372.0,2007.0,135787.0,,,,,,,,,,,,,,,,,101284.0,,,34486.0,,,,115586.0,,,,,,,,,,,,,,,,,83504.0,,,31865.0,,,,,,,,
245,245,"Prijsniveau 2015, seizoengecorrigeerd",2014,1128353.0,676749.0,452806.0,327987.0,123449.0,1128353.0,597294.0,477282.0,304790.0,172488.0,118252.0,94770.0,23461.0,1773.0,531086.0,398173.0,132644.0,610430.0,136765.0,11656.0,100556.0,14815.0,74004.0,14006.0,1080.0,3850.0,1598.0,11627.0,4477.0,8627.0,7615.0,9517.0,3298.0,8468.0,7442.0,3935.0,24684.0,327687.0,122948.0,80913.0,30810.0,11273.0,28102.0,52345.0,38437.0,85822.0,49219.0,36606.0,8166.0,15668.0,3118.0,9624.0,145963.0,131404.0,75105.0,44273.0,30831.0,56303.0,14558.0,66342.0,67050.0,708.0,676749.0,,,67897.0,76128.0,8230.0,562275.0,114467.0,676749.0,676749.0,,269412.0,276191.0,663554.0,,13588.0,22655.0,654488.0,477282.0,,177365.0,120086.0,,,,,,,,,,,,,477282.0,304790.0,130555.0,43812.0,33494.0,10324.0,53452.0,12863.0,3626.0,12178.0,8169.0,9890.0,6722.0,33284.0,9106.0,24177.0,171997.0,65195.0,22661.0,12955.0,14579.0,12290.0,24201.0,20101.0,302527.0,13611.0,11343.0,172488.0,116038.0,56458.0,477282.0,420836.0,56458.0,118252.0,123789.0,20097.0,34143.0,16685.0,16169.0,1282.0,10198.0,5055.0,3973.0,1073.0,23038.0,348.0,30820.0,17839.0,11794.0,1229.0,5487.0,118252.0,123789.0,5267.0,26978.0,62464.0,29243.0,5487.0,531086.0,,,,,,,,,,,,,,,11343.0,-2154.0,398173.0,206808.0,191340.0,132644.0,11343.0,123473.0,-2154.0,452806.0,,,,,,,,,,,,,,,13611.0,-2154.0,327987.0,333552.0,-5564.0,123449.0,119985.0,3410.0,76128.0,67050.0,9086.0,8230.0,708.0,7523.0
246,246,"Prijsniveau 2015, seizoengecorrigeerd",2015 1e kwartaal,289467.0,171828.0,117815.0,85345.0,32214.0,289467.0,144426.0,120480.0,77383.0,43095.0,23800.0,17543.0,6249.0,151.0,144930.0,102807.0,42191.0,154565.0,34489.0,2939.0,25234.0,3763.0,18456.0,,,,,,,,,,,,1944.0,1023.0,6328.0,83583.0,31053.0,,,,7279.0,13220.0,9835.0,22177.0,,,,,,,36493.0,32816.0,,,,,3677.0,17260.0,17440.0,179.0,171828.0,,,,,,,,171828.0,171828.0,,67257.0,68611.0,170128.0,,3580.0,6163.0,167585.0,120480.0,,47029.0,23966.0,,,,,,,,,,,,,120480.0,77383.0,,,,,,,,,,,,,,,,,,,,,,,,,,43095.0,29029.0,14068.0,120480.0,106402.0,14068.0,23800.0,32782.0,5619.0,9127.0,,,,3065.0,1412.0,,,5862.0,265.0,7601.0,,,,9058.0,23800.0,32782.0,1276.0,6520.0,17296.0,7710.0,9058.0,144930.0,,,,,,,,,,,,,,,,,102807.0,,,42191.0,,,,117815.0,,,,,,,,,,,,,,,,,85345.0,,,32214.0,,,,,,,,
247,247,"Prijsniveau 2015, seizoengecorrigeerd",2015 2e kwartaal,323641.0,172357.0,150998.0,87644.0,64058.0,323641.0,183487.0,120886.0,77836.0,43051.0,62153.0,55999.0,6167.0,455.0,140310.0,104346.0,35951.0,154870.0,34441.0,2917.0,24877.0,3117.0,18720.0,,,,,,,,,,,,2015.0,1035.0,6643.0,83841.0,31312.0,,,,7280.0,13239.0,9847.0,22163.0,,,,,,,36588.0,32938.0,,,,,3649.0,17483.0,17663.0,179.0,172357.0,,,,,,,,172357.0,172357.0,,67087.0,67094.0,170829.0,,3376.0,5691.0,168706.0,120886.0,,47929.0,62570.0,,,,,,,,,,,,,120886.0,77836.0,,,,,,,,,,,,,,,,,,,,,,,,,,43051.0,29163.0,13888.0,120886.0,106977.0,13888.0,62153.0,63020.0,6155.0,9159.0,,,,3116.0,1474.0,,,5768.0,26.0,37335.0,,,,833.0,62153.0,63020.0,1244.0,6475.0,47495.0,7755.0,833.0,140310.0,,,,,,,,,,,,,,,,,104346.0,,,35951.0,,,,150998.0,,,,,,,,,,,,,,,,,87644.0,,,64058.0,,,,,,,,
248,248,"Prijsniveau 2015, seizoengecorrigeerd",2015 3e kwartaal,296568.0,172952.0,123682.0,89042.0,34467.0,296568.0,154576.0,120769.0,77734.0,43032.0,32907.0,26704.0,6199.0,889.0,141979.0,105333.0,36626.0,155642.0,34471.0,3011.0,24785.0,2980.0,18768.0,,,,,,,,,,,,1974.0,1070.0,6680.0,84530.0,31683.0,,,,7394.0,13142.0,9905.0,22412.0,,,,,,,36644.0,32961.0,,,,,3684.0,17313.0,17494.0,181.0,172952.0,,,,,,,,172952.0,172952.0,,63402.0,67300.0,169849.0,,3745.0,5300.0,168126.0,120769.0,,47457.0,33810.0,,,,,,,,,,,,,120769.0,77734.0,,,,,,,,,,,,,,,,,,,,,,,,,,43032.0,29186.0,13843.0,120769.0,106888.0,13843.0,32907.0,33749.0,6365.0,9075.0,,,,3326.0,1479.0,,,5740.0,37.0,7650.0,,,,823.0,32907.0,33749.0,1183.0,6544.0,18277.0,7759.0,823.0,141979.0,,,,,,,,,,,,,,,,,105333.0,,,36626.0,,,,123682.0,,,,,,,,,,,,,,,,,89042.0,,,34467.0,,,,,,,,
249,249,"Prijsniveau 2015, seizoengecorrigeerd",2015 4e kwartaal,299219.0,172980.0,126272.0,90980.0,35080.0,299219.0,155907.0,121050.0,77900.0,43151.0,33782.0,27848.0,5933.0,1074.0,143289.0,106078.0,37194.0,155894.0,34096.0,3031.0,24286.0,2747.0,18694.0,,,,,,,,,,,,1849.0,1045.0,6776.0,85207.0,32122.0,,,,7503.0,12851.0,9908.0,22843.0,,,,,,,36596.0,32898.0,,,,,3698.0,17091.0,17274.0,183.0,172980.0,,,,,,,,172980.0,172980.0,,64524.0,66508.0,172006.0,,3498.0,5815.0,169329.0,121050.0,,48293.0,34866.0,,,,,,,,,,,,,121050.0,77900.0,,,,,,,,,,,,,,,,,,,,,,,,,,43151.0,29174.0,13978.0,121050.0,107175.0,13978.0,33782.0,34597.0,6038.0,8989.0,,,,4555.0,1572.0,,,5597.0,37.0,7731.0,,,,792.0,33782.0,34597.0,1092.0,6599.0,18973.0,7950.0,792.0,143289.0,,,,,,,,,,,,,,,,,106078.0,,,37194.0,,,,126272.0,,,,,,,,,,,,,,,,,90980.0,,,35080.0,,,,,,,,
250,250,"Prijsniveau 2015, seizoengecorrigeerd",2015,1208602.0,690008.0,518594.0,352926.0,165668.0,1208602.0,638249.0,483170.0,310816.0,172354.0,152533.0,127953.0,24580.0,2546.0,570353.0,418373.0,151980.0,620835.0,137383.0,11898.0,99091.0,12569.0,74533.0,14500.0,1099.0,3849.0,1504.0,11920.0,4377.0,8504.0,7354.0,9635.0,3516.0,8275.0,7817.0,4172.0,26394.0,337110.0,126069.0,83576.0,30665.0,11828.0,29469.0,52494.0,39504.0,89574.0,50937.0,38637.0,7582.0,17507.0,3599.0,9949.0,146342.0,131636.0,75049.0,44041.0,31008.0,56587.0,14706.0,69173.0,69896.0,723.0,690008.0,,,70790.0,79430.0,8640.0,574266.0,115742.0,690008.0,690008.0,,262392.0,269422.0,682978.0,,14121.0,23118.0,673981.0,483170.0,,190984.0,155079.0,,,,,,,,,,,,,483170.0,310816.0,134606.0,44809.0,34620.0,10189.0,55822.0,13573.0,3740.0,12794.0,8416.0,10344.0,6955.0,33975.0,9424.0,24551.0,174383.0,65817.0,23580.0,13106.0,14830.0,12399.0,24259.0,20392.0,308989.0,13894.0,12067.0,172354.0,116535.0,55819.0,483170.0,427351.0,55819.0,152533.0,164037.0,24127.0,36267.0,17275.0,17582.0,1410.0,14050.0,5968.0,4840.0,1128.0,22980.0,355.0,60290.0,24693.0,34892.0,705.0,11504.0,152533.0,164037.0,4777.0,26131.0,101986.0,31143.0,11504.0,570353.0,24773.0,21357.0,56066.0,13989.0,6669.0,32087.0,59098.0,11759.0,20072.0,47202.0,74773.0,21139.0,18574.0,153032.0,12067.0,-2304.0,418373.0,212093.0,206280.0,151980.0,12067.0,142217.0,-2304.0,518594.0,19876.0,35794.0,33496.0,17063.0,8281.0,20882.0,43348.0,13496.0,20787.0,40643.0,63827.0,23125.0,18251.0,148135.0,13894.0,-2304.0,352926.0,358829.0,-5903.0,165668.0,162069.0,3599.0,79430.0,69896.0,9534.0,8640.0,723.0,7917.0
251,251,"Prijsniveau 2015, seizoengecorrigeerd",2016 1e kwartaal,300006.0,174567.0,125410.0,91091.0,34408.0,300006.0,156398.0,121477.0,78061.0,43416.0,34408.0,28320.0,6089.0,514.0,143630.0,107501.0,36116.0,157157.0,35108.0,3052.0,25029.0,3170.0,18932.0,,,,,,,,,,,,1892.0,1052.0,7037.0,85353.0,32082.0,,,,7573.0,13018.0,9872.0,22818.0,,,,,,,36679.0,32991.0,,,,,3688.0,17422.0,17627.0,204.0,174567.0,,,,,,,,174567.0,174567.0,,63931.0,68784.0,170369.0,,3354.0,5432.0,167955.0,121477.0,,46486.0,34913.0,,,,,,,,,,,,,121477.0,78061.0,,,,,,,,,,,,,,,,,,,,,,,,,,43416.0,29331.0,14084.0,121477.0,107359.0,14084.0,34408.0,35179.0,6842.0,9371.0,,,,3459.0,1829.0,,,5640.0,64.0,7968.0,,,,747.0,34408.0,35179.0,1133.0,6860.0,19252.0,7932.0,747.0,143630.0,,,,,,,,,,,,,,,,,107501.0,,,36116.0,,,,125410.0,,,,,,,,,,,,,,,,,91091.0,,,34408.0,,,,,,,,
252,252,"Prijsniveau 2015, seizoengecorrigeerd",2016 2e kwartaal,301556.0,174979.0,126679.0,92531.0,33916.0,301556.0,157871.0,121510.0,78005.0,43505.0,35615.0,29391.0,6220.0,742.0,143627.0,108270.0,35369.0,157260.0,34625.0,3109.0,24574.0,2839.0,18782.0,,,,,,,,,,,,1906.0,1059.0,6928.0,85882.0,32095.0,,,,7703.0,13028.0,9954.0,23106.0,,,,,,,36759.0,33036.0,,,,,3724.0,17718.0,17931.0,213.0,174979.0,,,,,,,,174979.0,174979.0,,63965.0,68506.0,171707.0,,3634.0,5431.0,170516.0,121510.0,,49124.0,36372.0,,,,,,,,,,,,,121510.0,78005.0,,,,,,,,,,,,,,,,,,,,,,,,,,43505.0,29333.0,14173.0,121510.0,107293.0,14173.0,35615.0,36281.0,7060.0,9341.0,,,,3954.0,1931.0,,,5622.0,173.0,8259.0,,,,680.0,35615.0,36281.0,1140.0,6882.0,20330.0,7948.0,680.0,143627.0,,,,,,,,,,,,,,,,,108270.0,,,35369.0,,,,126679.0,,,,,,,,,,,,,,,,,92531.0,,,33916.0,,,,,,,,
253,253,"Prijsniveau 2015, seizoengecorrigeerd",2016 3e kwartaal,304241.0,176935.0,127265.0,93333.0,33993.0,304241.0,159241.0,122386.0,78680.0,43706.0,35624.0,29468.0,6157.0,1235.0,145014.0,109296.0,35722.0,158671.0,35182.0,3112.0,24788.0,2721.0,19057.0,,,,,,,,,,,,1960.0,1044.0,7287.0,86654.0,32309.0,,,,7841.0,13219.0,9987.0,23299.0,,,,,,,36845.0,33124.0,,,,,3720.0,18256.0,18479.0,223.0,176935.0,,,,,,,,176935.0,176935.0,,65032.0,69634.0,173366.0,,3158.0,5628.0,171193.0,122386.0,,48869.0,36852.0,,,,,,,,,,,,,122386.0,78680.0,,,,,,,,,,,,,,,,,,,,,,,,,,43706.0,29506.0,14199.0,122386.0,108130.0,14199.0,35624.0,36355.0,7662.0,9434.0,,,,3441.0,1974.0,,,5606.0,72.0,8146.0,,,,735.0,35624.0,36355.0,1099.0,6908.0,20381.0,7960.0,735.0,145014.0,,,,,,,,,,,,,,,,,109296.0,,,35722.0,,,,127265.0,,,,,,,,,,,,,,,,,93333.0,,,33993.0,,,,,,,,
254,254,"Prijsniveau 2015, seizoengecorrigeerd",2016 4e kwartaal,307046.0,178417.0,128597.0,94732.0,33955.0,307046.0,160183.0,123603.0,79579.0,44023.0,35772.0,29547.0,6226.0,806.0,146881.0,110977.0,35911.0,159853.0,35504.0,2901.0,25212.0,2758.0,19313.0,,,,,,,,,,,,2056.0,1074.0,7395.0,87362.0,32526.0,,,,8015.0,13370.0,10064.0,23384.0,,,,,,,36996.0,33255.0,,,,,3742.0,18561.0,18788.0,228.0,178417.0,,,,,,,,178417.0,178417.0,,66508.0,69831.0,175662.0,,3050.0,1710.0,176415.0,123603.0,,52820.0,36579.0,,,,,,,,,,,,,123603.0,79579.0,,,,,,,,,,,,,,,,,,,,,,,,,,44023.0,29569.0,14455.0,123603.0,109314.0,14455.0,35772.0,36480.0,7798.0,9433.0,,,,3662.0,2055.0,,,5244.0,52.0,8206.0,,,,711.0,35772.0,36480.0,1007.0,6911.0,20836.0,7717.0,711.0,146881.0,,,,,,,,,,,,,,,,,110977.0,,,35911.0,,,,128597.0,,,,,,,,,,,,,,,,,94732.0,,,33955.0,,,,,,,,
