,ID,SoortGegevens,Perioden,Totaal_1,BrutoBinnenlandsProduct_2,Totaal_3,Goederen_4,Diensten_5,Totaal_6,Totaal_7,Totaal_8,Huishoudens_9,Overheid_10,Totaal_11,BedrijvenEnHuishoudens_12,Overheid_13,VeranderingInVoorraden_14,Totaal_15,Goederen_16,Diensten_17,Totaal_18,Totaal_19,ALandbouwBosbouwEnVisserij_20,Totaal_21,BDelfstoffenwinning_22,Totaal_23,k_1012VoedingsGenotmiddelenindustrie_24,k_1315TextielKledingLederindustrie_25,k_1618HoutPapierGrafischeIndustr_26,k_19AardolieIndustrie_27,k_2021ChemieEnFarmaceutischeIndustrie_28,k_2223KunststofEnBouwmateriaalindustr_29,k_2425BasismetaalMetaalprodIndustrie_30,k_2627ElektrischeEnElektronIndustrie_31,k_28MachineIndustrie_32,k_2930Transportmiddelenindustrie_33,k_3133OverigeIndustrieEnReparatie_34,DEnergievoorziening_35,EWaterbedrijvenEnAfvalbeheer_36,FBouwnijverheid_37,Totaal_38,Totaal_39,GHandel_40,HVervoerEnOpslag_41,IHoreca_42,JInformatieEnCommunicatie_43,KFinancieleDienstverlening_44,LVerhuurEnHandelVanOnroerendGoed_45,Totaal_46,MSpecialistischeZakelijkeDiensten_47,Totaal_48,k_77VerhuurVanRoerendeGoederen_49,k_78UitzendbureausEnArbeidsbemiddeling_50,k_79ReisbureausReisorganisatieEnInfo_51,k_8082BeveiligingEnOverigeDiensten_52,Totaal_53,Totaal_54,Totaal_55,OOpenbaarBestuurEnOverheidsdiensten_56,POnderwijs_57,QGezondheidsEnWelzijnszorg_58,RUCultuurRecreatieOverigeDiensten_59,Saldo_60,ProductgebondenBelastingen_61,ProductgebondenSubsidies_62,BrutoBinnenlandsProduct_63,BeloningVanWerknemers_64,NettoExploitatieoverschot_65,Saldo_66,BelastingenOpProductieEnInvoer_67,Subsidies_68,NettoBinnenlandsProduct_69,VerbruikVanVasteActiva_70,BrutoBinnenlandsProduct_71,BrutoBinnenlandsProduct_72,Saldo_73,OntvangenPrimaireInkomensBuitenland_74,BetaaldePrimaireInkomensBuitenland_75,BrutoNationaalInkomen_76,Saldo_77,OntvangenInkomensoverdrachtBuitenland_78,BetaaldeInkomensoverdrachtenBuitenland_79,BrutoBeschikbaarNationaalInkomen_80,ConsumptieveBestedingen_81,CorrectiePensioenvoorziening_82,BrutoNationaleBesparingen_83,BrutoInvesteringen_84,NationaalInkomensoverschot_85,UitvoersaldoGoederen_86,UitvoersaldoDiensten_87,SaldoPrimaireInkomensBuitenland_88,SaldoInkomensoverdrachtenBuitenland_89,CorrectiePensioenvoorziening_90,SaldoLopendeTransactiesBuitenland_91,Saldo_92,OntvangenKapitaaloverdrachten_93,BetaaldeKapitaaloverdrachten_94,SaldoAanEnVerkopenVanNietGeprod_95,NationaalVorderingensaldo_96,Totaal_97,Totaal_98,Totaal_99,Totaal_100,Voedingsmiddelen_101,DrankenEnTabak_102,Totaal_103,KledingEnTextiel_104,SchoenenEnLederwaren_105,WoninginrichtingEnWoningdecoratie_106,ElektrischeApparatuur_107,VervoermiddelenEnOnderdelen_108,OverigeDuurzameGoederen_109,TotaalOverigeGoederen_110,EnergieEnWater_111,BrandstoffenEnOverigeGoederen_112,Totaal_113,Huisvesting_114,Horecadiensten_115,RecreatieEnCultuurdiensten_116,VervoerEnCommunicatieDiensten_117,MedischeDienstenEnWelzijnszorg_118,FinancieleEnZakelijkeDiensten_119,OverigeDiensten_120,BinnenlandsConsumptieHuishoudens_121,ConsumptieIngezetenenInHetBuitenland_122,ConsumptieNietIngezetenenInNederland_123,Totaal_124,IndividueleConsumptieOverheid_125,CollectieveConsumptieOverheid_126,Totaal_127,WerkelijkeIndividueleConsumptie_128,WerkelijkeCollectieveConsumptie_129,Totaal_130,Totaal_131,Woningen_132,Totaal_133,Gebouwen_134,GrondWegEnWaterbouwkundigeWerken_135,OverdrachtskostenOpGrond_136,Vervoermiddelen_137,Totaal_138,Computers_139,Telecommunicatieapparatuur_140,MachinesEnOverigeMaterieleActiva_141,InCultuurGebrachteActiva_142,Totaal_143,ComputerprogrammatuurEnDatabanken_144,OnderzoekEnOntwikkeling_145,OverigeImmaterieleActiva_146,VerkoopVanGebruikteVasteActiva_147,Totaal_148,Totaal_149,ALandbouwBosbouwEnVisserij_150,BFNijverheidEnEnergie_151,GNCommercieleDienstverlening_152,OUNietCommercieleDienstverlening_153,VerkoopVanGebruikteVasteActiva_154,Totaal_155,LandbouwBosbouwEnVisserijproducten_156,WinningVanDelfstoffen_157,VoedingsmiddelenDrankenEnTabak_158,TextielKledingEnProductenVanLeder_159,HoutEnPapierwarenDrukwerk_160,Aardolieproducten_161,ChemischeEnFarmaceutischeProducten_162,RubberKunststofEnMineraleProducten_163,BasismetalenEnMetaalproducten_164,MachinesEnElektrischeApparatuur_165,ElektrotechnischeEnOptischeApparatuur_166,Transportmiddelen_167,OverigeIndustrieleProducten_168,OverigeProducten_169,ConsumptieNietIngezetenenInNederland_170,CifFobCorrectie_171,Totaal_172,UitvoerGoederenUitProductie_173,Wederuitvoer_174,Totaal_175,ConsumptieNietIngezetenenInNederland_176,OverigeUitvoerVanDiensten_177,CifFobCorrectie_178,Totaal_179,LandbouwBosbouwEnVisserijproducten_180,WinningVanDelfstoffen_181,VoedingsmiddelenDrankenEnTabak_182,TextielKledingEnProductenVanLeder_183,HoutEnPapierwarenDrukwerk_184,Aardolieproducten_185,ChemischeEnFarmaceutischeProducten_186,RubberKunststofEnMineraleProducten_187,BasismetalenEnMetaalproducten_188,MachinesEnElektrischeApparatuur_189,ElektrotechnischeEnOptischeApparaten_190,Transportmiddelen_191,OverigeIndustrieleProducten_192,OverigeProducten_193,ConsumptieIngezetenenInHetBuitenland_194,CifFobCorrectie_195,Totaal_196,InvoerGoederenCif_197,CifFobCorrectieEnHerclassificatie_198,Totaal_199,InvoerDienstenCif_200,CifFobHerclassificatie_201,Totaal_202,ProductgebondenBelastingen_203,NietProductgebondenBelastingen_204,TotaalSubsidies_205,ProductgebondenSubsidies_206,NietProductgebondenSubsidies_207
58,58,Prijsniveau 2015,2006 4e kwartaal,265456.0,166313.0,99642.0,73201.0,26133.0,265456.0,154432.0,117436.0,75861.0,41512.0,35969.0,28610.0,7366.0,831.0,111396.0,86219.0,24897.0,146299.0,35388.0,2583.0,25226.0,4138.0,18401.0,3346.0,299.0,1169.0,565.0,2916.0,1310.0,1969.0,1685.0,2089.0,877.0,2457.0,1565.0,854.0,7620.0,76671.0,28217.0,18245.0,7005.0,3091.0,6303.0,13739.0,8299.0,20157.0,11802.0,8360.0,1809.0,3914.0,316.0,2278.0,34094.0,30286.0,19090.0,10925.0,8166.0,11295.0,3844.0,20180.0,20351.0,175.0,166313.0,,,21932.0,23690.0,1995.0,141814.0,24630.0,166313.0,166313.0,,56766.0,56113.0,168792.0,,2093.0,5981.0,164908.0,117436.0,,47480.0,36749.0,,,,,,,,,,,,,117436.0,75861.0,33414.0,10974.0,7919.0,3151.0,13022.0,3105.0,896.0,3486.0,1435.0,2608.0,1690.0,9386.0,3193.0,6250.0,42125.0,14562.0,6009.0,3188.0,4139.0,2426.0,6151.0,5568.0,75536.0,2367.0,2029.0,41512.0,26570.0,14983.0,117436.0,102463.0,14983.0,35969.0,36849.0,8690.0,9829.0,5255.0,4126.0,475.0,3085.0,1007.0,910.0,112.0,6567.0,-26.0,7126.0,3749.0,3059.0,306.0,868.0,35969.0,36849.0,995.0,6174.0,20811.0,8651.0,868.0,111396.0,,,,,,,,,,,,,,,2029.0,-585.0,86219.0,46322.0,39951.0,24897.0,2029.0,23475.0,-585.0,99642.0,,,,,,,,,,,,,,,2367.0,-585.0,73201.0,74786.0,-1572.0,26133.0,25098.0,987.0,23690.0,20351.0,3351.0,1995.0,175.0,1816.0
59,59,Prijsniveau 2015,2006,1017899.0,642232.0,377257.0,280433.0,94556.0,1017899.0,593552.0,462123.0,307016.0,154949.0,131959.0,105714.0,26193.0,-1051.0,425368.0,331601.0,92298.0,568437.0,137742.0,10290.0,97821.0,15598.0,71593.0,12727.0,1150.0,4270.0,772.0,11865.0,5049.0,7882.0,7244.0,7477.0,3767.0,9667.0,6695.0,3244.0,29211.0,298642.0,112582.0,72566.0,27980.0,12533.0,23947.0,49865.0,31930.0,79330.0,46444.0,32820.0,6737.0,15279.0,1629.0,9089.0,131222.0,115923.0,70329.0,40898.0,29449.0,45606.0,15457.0,74543.0,75340.0,741.0,642232.0,,,76061.0,84048.0,8351.0,544317.0,98303.0,642232.0,642232.0,,210143.0,214776.0,642888.0,,9221.0,21767.0,630362.0,462123.0,,168399.0,131000.0,,,,,,,,,,,,,462123.0,307016.0,133645.0,42713.0,31067.0,11826.0,54181.0,11794.0,3656.0,13388.0,5725.0,13360.0,7289.0,36888.0,11495.0,25538.0,170071.0,58814.0,24199.0,14241.0,17069.0,9975.0,23949.0,21638.0,303808.0,12095.0,8891.0,154949.0,102509.0,52490.0,462123.0,409590.0,52490.0,131959.0,135431.0,33852.0,36561.0,19776.0,15477.0,1217.0,11433.0,3206.0,2708.0,526.0,23900.0,183.0,24451.0,13116.0,10409.0,1054.0,3328.0,131959.0,135431.0,4008.0,22204.0,76723.0,31914.0,3328.0,425368.0,,,,,,,,,,,,,,,8891.0,-2263.0,331601.0,179728.0,152036.0,92298.0,8891.0,85783.0,-2263.0,377257.0,,,,,,,,,,,,,,,12095.0,-2263.0,280433.0,286437.0,-5999.0,94556.0,90648.0,3735.0,84048.0,75340.0,8425.0,8351.0,741.0,7587.0
60,60,Prijsniveau 2015,2007 1e kwartaal,257301.0,163670.0,93903.0,72254.0,21290.0,257301.0,148784.0,115368.0,77270.0,38094.0,34368.0,27936.0,6351.0,-1306.0,108823.0,86156.0,22135.0,144532.0,36766.0,2811.0,25928.0,4092.0,19084.0,2714.0,345.0,1024.0,169.0,3392.0,1339.0,2243.0,2163.0,1979.0,1260.0,2617.0,1834.0,780.0,7820.0,75915.0,29401.0,19237.0,7243.0,3056.0,6041.0,12001.0,7733.0,20596.0,12171.0,8412.0,1666.0,3955.0,402.0,2363.0,31531.0,27643.0,16258.0,9711.0,6549.0,11335.0,3935.0,19388.0,19550.0,169.0,163670.0,,,19133.0,21165.0,1999.0,138567.0,25217.0,163670.0,163670.0,,60157.0,59629.0,165039.0,,2220.0,5601.0,161657.0,115368.0,,46097.0,33111.0,,,,,,,,,,,,,115368.0,77270.0,34451.0,10431.0,7899.0,2534.0,14463.0,3071.0,782.0,3380.0,1533.0,4205.0,1809.0,9567.0,3450.0,6129.0,42875.0,14972.0,6317.0,3863.0,4089.0,2394.0,5775.0,5617.0,77396.0,1863.0,2014.0,38094.0,25345.0,12748.0,115368.0,102621.0,12748.0,34368.0,35363.0,8906.0,9609.0,5255.0,4223.0,160.0,3022.0,764.0,603.0,169.0,6560.0,196.0,5993.0,3334.0,2577.0,51.0,739.0,34368.0,35363.0,1177.0,5695.0,20054.0,8245.0,739.0,108823.0,,,,,,,,,,,,,,,2014.0,-573.0,86156.0,46158.0,40010.0,22135.0,2014.0,20723.0,-573.0,93903.0,,,,,,,,,,,,,,,1863.0,-573.0,72254.0,73729.0,-1474.0,21290.0,20354.0,901.0,21165.0,19550.0,1593.0,1999.0,169.0,1827.0
61,61,Prijsniveau 2015,2007 2e kwartaal,265915.0,166693.0,99662.0,73329.0,24826.0,265915.0,154789.0,119378.0,78402.0,40966.0,36056.0,29314.0,6700.0,-933.0,111120.0,85754.0,24940.0,147914.0,34813.0,2290.0,24047.0,2724.0,18911.0,3317.0,314.0,1136.0,107.0,3024.0,1396.0,2043.0,2054.0,1775.0,1158.0,2632.0,1532.0,812.0,8344.0,78459.0,30152.0,19479.0,7342.0,3463.0,6738.0,12410.0,7916.0,20872.0,12058.0,8812.0,1662.0,4264.0,311.0,2517.0,34416.0,30388.0,19026.0,11143.0,7885.0,11367.0,4106.0,18945.0,19119.0,172.0,166693.0,,,19248.0,21042.0,1962.0,141490.0,25280.0,166693.0,166693.0,,69287.0,75660.0,162762.0,,3152.0,5280.0,160644.0,119378.0,,41278.0,35277.0,,,,,,,,,,,,,119378.0,78402.0,34437.0,11011.0,7911.0,3165.0,14675.0,3174.0,1047.0,3465.0,1749.0,3293.0,2077.0,8738.0,1946.0,6810.0,43131.0,14615.0,6447.0,3745.0,4435.0,2209.0,6058.0,5691.0,77593.0,3332.0,2519.0,40966.0,26969.0,14010.0,119378.0,105368.0,14010.0,36056.0,36879.0,9568.0,10463.0,5872.0,4326.0,243.0,2898.0,881.0,709.0,176.0,6465.0,121.0,5808.0,3424.0,2253.0,123.0,820.0,36056.0,36879.0,1317.0,6030.0,20986.0,8453.0,820.0,111120.0,,,,,,,,,,,,,,,2519.0,-586.0,85754.0,45892.0,39901.0,24940.0,2519.0,23034.0,-586.0,99662.0,,,,,,,,,,,,,,,3332.0,-586.0,73329.0,74853.0,-1531.0,24826.0,23838.0,945.0,21042.0,19119.0,1856.0,1962.0,172.0,1784.0
62,62,Prijsniveau 2015,2007 3e kwartaal,261522.0,162777.0,99001.0,74016.0,24639.0,261522.0,151889.0,117082.0,78986.0,38060.0,33389.0,27158.0,6186.0,1205.0,109916.0,85547.0,24080.0,145067.0,33943.0,2823.0,23918.0,3066.0,18350.0,3579.0,273.0,1002.0,114.0,3102.0,1254.0,2045.0,1807.0,2131.0,1060.0,2167.0,1570.0,793.0,7111.0,78575.0,28915.0,18228.0,7586.0,3205.0,6423.0,13937.0,8244.0,21038.0,11595.0,9463.0,1955.0,4672.0,670.0,2184.0,32303.0,28314.0,16638.0,9672.0,6968.0,11650.0,4022.0,17865.0,18060.0,190.0,162777.0,,,18086.0,20063.0,2067.0,137500.0,25383.0,162777.0,162777.0,,67990.0,69448.0,161994.0,,2809.0,5321.0,159487.0,117082.0,,42360.0,34594.0,,,,,,,,,,,,,117082.0,78986.0,33503.0,10759.0,7697.0,3098.0,14428.0,3012.0,1044.0,3413.0,1827.0,3208.0,2051.0,8259.0,1897.0,6376.0,43391.0,15065.0,6079.0,3858.0,4601.0,2480.0,6069.0,5118.0,76913.0,4704.0,2642.0,38060.0,25065.0,12991.0,117082.0,104079.0,12991.0,33389.0,34072.0,8292.0,9319.0,5178.0,3725.0,413.0,2803.0,927.0,792.0,140.0,6220.0,-20.0,6213.0,3392.0,2586.0,247.0,672.0,33389.0,34072.0,1077.0,5700.0,19614.0,7472.0,672.0,109916.0,,,,,,,,,,,,,,,2642.0,-550.0,85547.0,44873.0,40722.0,24080.0,2642.0,22024.0,-550.0,99001.0,,,,,,,,,,,,,,,4704.0,-550.0,74016.0,75469.0,-1452.0,24639.0,23705.0,902.0,20063.0,18060.0,1971.0,2067.0,190.0,1875.0
63,63,Prijsniveau 2015,2007 4e kwartaal,286900.0,173321.0,114038.0,75837.0,38233.0,286900.0,169161.0,120860.0,78110.0,42684.0,47492.0,40145.0,7156.0,315.0,118261.0,91089.0,26898.0,152811.0,37971.0,2659.0,27454.0,5230.0,19207.0,3445.0,297.0,1169.0,569.0,3077.0,1339.0,2128.0,1715.0,2268.0,986.0,2515.0,1801.0,881.0,7936.0,79679.0,28964.0,18595.0,7394.0,3079.0,6766.0,14914.0,8333.0,21033.0,12065.0,9013.0,1957.0,4325.0,354.0,2341.0,34882.0,30916.0,19350.0,11113.0,8235.0,11654.0,4008.0,20682.0,20866.0,184.0,173321.0,,,22419.0,24276.0,2087.0,148057.0,25411.0,173321.0,173321.0,,69290.0,69495.0,173343.0,,2500.0,6000.0,169847.0,120860.0,,48999.0,47679.0,,,,,,,,,,,,,120860.0,78110.0,34938.0,11384.0,8239.0,3236.0,13716.0,3122.0,883.0,3567.0,1704.0,2758.0,1780.0,9779.0,3648.0,6260.0,42926.0,14888.0,6109.0,3365.0,4206.0,2305.0,6308.0,5660.0,77873.0,2321.0,2076.0,42684.0,27659.0,15063.0,120860.0,105793.0,15063.0,47492.0,48502.0,8785.0,10532.0,5980.0,4104.0,445.0,3170.0,1149.0,1045.0,123.0,6727.0,-22.0,17830.0,5946.0,11470.0,472.0,995.0,47492.0,48502.0,1158.0,6304.0,31874.0,8676.0,995.0,118261.0,,,,,,,,,,,,,,,2076.0,-591.0,91089.0,48679.0,42467.0,26898.0,2076.0,25431.0,-591.0,114038.0,,,,,,,,,,,,,,,2321.0,-591.0,75837.0,77423.0,-1573.0,38233.0,37221.0,982.0,24276.0,20866.0,3410.0,2087.0,184.0,1898.0
64,64,Prijsniveau 2015,2007,1071659.0,666462.0,406732.0,295467.0,109227.0,1071659.0,624575.0,472690.0,312772.0,159791.0,151468.0,124716.0,26412.0,-734.0,448146.0,348582.0,98053.0,590337.0,143484.0,10551.0,101315.0,15095.0,75581.0,12973.0,1224.0,4327.0,787.0,12595.0,5329.0,8446.0,7656.0,8137.0,4467.0,9935.0,6728.0,3266.0,31203.0,312640.0,117359.0,75494.0,29541.0,12783.0,25969.0,53055.0,32214.0,83544.0,47871.0,35713.0,7300.0,17198.0,1715.0,9397.0,133129.0,117257.0,71263.0,41645.0,29626.0,46009.0,16068.0,76870.0,77588.0,714.0,666462.0,,,78825.0,86498.0,8123.0,565604.0,101291.0,666462.0,666462.0,,266681.0,274188.0,663173.0,,10678.0,22198.0,651671.0,472690.0,,178931.0,150741.0,,,,,,,,,,,,,472690.0,312772.0,137330.0,43600.0,31755.0,12019.0,57270.0,12378.0,3740.0,13825.0,6809.0,13409.0,7717.0,36329.0,10862.0,25564.0,172323.0,59539.0,24900.0,14810.0,17322.0,9390.0,24194.0,22066.0,309778.0,12227.0,9247.0,159791.0,105043.0,54800.0,472690.0,417868.0,54800.0,151468.0,154850.0,35575.0,39887.0,22277.0,16373.0,1132.0,11846.0,3715.0,3142.0,605.0,25965.0,275.0,35778.0,16026.0,19319.0,954.0,3216.0,151468.0,154850.0,4734.0,23720.0,92526.0,32850.0,3216.0,448146.0,,,,,,,,,,,,,,,9247.0,-2300.0,348582.0,185618.0,163111.0,98053.0,9247.0,91214.0,-2300.0,406732.0,,,,,,,,,,,,,,,12227.0,-2300.0,295467.0,301505.0,-6031.0,109227.0,105333.0,3731.0,86498.0,77588.0,8601.0,8123.0,714.0,7392.0
65,65,Prijsniveau 2015,2008 1e kwartaal,268228.0,169294.0,99197.0,75911.0,22946.0,268228.0,153158.0,117671.0,78487.0,39182.0,36273.0,29182.0,7045.0,-1232.0,115350.0,90273.0,24572.0,150021.0,38372.0,2916.0,26994.0,4694.0,19402.0,2748.0,357.0,1067.0,212.0,3188.0,1357.0,2311.0,2263.0,2062.0,1299.0,2650.0,1936.0,784.0,8245.0,79027.0,29898.0,19501.0,7511.0,3008.0,6293.0,13173.0,7884.0,21883.0,12641.0,9241.0,1985.0,4277.0,404.0,2495.0,32245.0,28273.0,16403.0,9778.0,6629.0,11828.0,4020.0,19477.0,19662.0,186.0,169294.0,,,19225.0,21445.0,2156.0,143400.0,26014.0,169294.0,169294.0,,53848.0,61883.0,160869.0,,2736.0,5816.0,157786.0,117671.0,,40369.0,35072.0,,,,,,,,,,,,,117671.0,78487.0,34797.0,10641.0,8052.0,2591.0,14683.0,3057.0,779.0,3425.0,1664.0,4166.0,1858.0,9479.0,3497.0,6000.0,43677.0,15169.0,6294.0,3973.0,4123.0,2571.0,5949.0,5700.0,78538.0,2172.0,2237.0,39182.0,26024.0,13158.0,117671.0,104517.0,13158.0,36273.0,37334.0,9200.0,10195.0,5772.0,4318.0,143.0,3714.0,844.0,679.0,174.0,6944.0,172.0,5954.0,3330.0,2360.0,269.0,790.0,36273.0,37334.0,1280.0,6240.0,20973.0,8657.0,790.0,115350.0,,,,,,,,,,,,,,,2237.0,-595.0,90273.0,47188.0,43102.0,24572.0,2237.0,22959.0,-595.0,99197.0,,,,,,,,,,,,,,,2172.0,-595.0,75911.0,77457.0,-1546.0,22946.0,21961.0,951.0,21445.0,19662.0,1770.0,2156.0,186.0,1966.0
66,66,Prijsniveau 2015,2008 2e kwartaal,274708.0,172251.0,102912.0,74771.0,26648.0,274708.0,160073.0,121867.0,79708.0,42153.0,39171.0,31861.0,7263.0,-1325.0,114635.0,87942.0,26284.0,153252.0,36511.0,2210.0,25323.0,3382.0,19295.0,3250.0,327.0,1110.0,110.0,2941.0,1406.0,2203.0,2273.0,1892.0,1142.0,2683.0,1678.0,866.0,8845.0,81194.0,30235.0,19479.0,7566.0,3293.0,6984.0,13511.0,8090.0,22214.0,12497.0,9744.0,2026.0,4560.0,378.0,2687.0,35265.0,31225.0,19249.0,11272.0,7979.0,11977.0,4106.0,19150.0,19320.0,169.0,172251.0,,,19359.0,21255.0,2053.0,146219.0,26111.0,172251.0,172251.0,,56661.0,66550.0,163983.0,,3526.0,5313.0,162206.0,121867.0,,40380.0,38008.0,,,,,,,,,,,,,121867.0,79708.0,34932.0,10959.0,7835.0,3198.0,15188.0,3198.0,1048.0,3535.0,1929.0,3460.0,2102.0,8721.0,1954.0,6784.0,43626.0,14864.0,6264.0,3837.0,4385.0,2366.0,6183.0,5771.0,78584.0,3545.0,2405.0,42153.0,27852.0,14314.0,121867.0,107554.0,14314.0,39171.0,40019.0,9942.0,11362.0,6547.0,4539.0,250.0,3005.0,991.0,816.0,179.0,7333.0,101.0,6622.0,3710.0,2666.0,270.0,844.0,39171.0,40019.0,1424.0,6744.0,22544.0,9226.0,844.0,114635.0,,,,,,,,,,,,,,,2405.0,-605.0,87942.0,46168.0,41813.0,26284.0,2405.0,24502.0,-605.0,102912.0,,,,,,,,,,,,,,,3545.0,-605.0,74771.0,76346.0,-1582.0,26648.0,25626.0,977.0,21255.0,19320.0,1867.0,2053.0,169.0,1881.0
67,67,Prijsniveau 2015,2008 3e kwartaal,267526.0,166679.0,101111.0,75097.0,25688.0,267526.0,155442.0,119083.0,79519.0,39544.0,34862.0,28587.0,6218.0,1254.0,112375.0,86985.0,25121.0,148974.0,34875.0,2946.0,24422.0,3642.0,18260.0,3385.0,263.0,1022.0,95.0,2914.0,1248.0,2217.0,1900.0,2062.0,1126.0,2222.0,1553.0,813.0,7406.0,80505.0,29189.0,18549.0,7679.0,3022.0,6612.0,14396.0,8348.0,22040.0,12045.0,10031.0,2309.0,4826.0,628.0,2259.0,33351.0,29274.0,16953.0,9859.0,7096.0,12298.0,4108.0,17828.0,18022.0,189.0,166679.0,,,17933.0,19961.0,2105.0,140539.0,26238.0,166679.0,166679.0,,58212.0,63089.0,162234.0,,2915.0,4703.0,160447.0,119083.0,,41364.0,36117.0,,,,,,,,,,,,,119083.0,79519.0,33732.0,10725.0,7668.0,3095.0,14880.0,3052.0,1098.0,3482.0,1912.0,3409.0,2059.0,8017.0,1742.0,6287.0,43348.0,15228.0,5803.0,3873.0,4416.0,2570.0,6094.0,5253.0,77097.0,4960.0,2539.0,39544.0,26147.0,13391.0,119083.0,105682.0,13391.0,34862.0,35659.0,8435.0,9648.0,5534.0,3754.0,349.0,2926.0,1020.0,893.0,135.0,6870.0,-19.0,6489.0,3741.0,2500.0,241.0,787.0,34862.0,35659.0,1144.0,6093.0,20413.0,7803.0,787.0,112375.0,,,,,,,,,,,,,,,2539.0,-584.0,86985.0,44080.0,42972.0,25121.0,2539.0,23196.0,-584.0,101111.0,,,,,,,,,,,,,,,4960.0,-584.0,75097.0,76663.0,-1564.0,25688.0,24673.0,979.0,19961.0,18022.0,1895.0,2105.0,189.0,1914.0
68,68,Prijsniveau 2015,2008 4e kwartaal,272748.0,172713.0,100556.0,73796.0,26499.0,272748.0,160123.0,121939.0,77848.0,44058.0,36429.0,29389.0,6977.0,1583.0,113094.0,85533.0,27395.0,152787.0,36709.0,2773.0,25993.0,4935.0,18107.0,3338.0,266.0,1132.0,499.0,2610.0,1271.0,2056.0,1668.0,2061.0,990.0,2494.0,1740.0,891.0,7964.0,80155.0,28325.0,18373.0,7189.0,2822.0,6900.0,14919.0,8349.0,21975.0,12573.0,9453.0,2292.0,4330.0,386.0,2404.0,35765.0,31847.0,19697.0,11329.0,8367.0,12219.0,3948.0,20055.0,20228.0,175.0,172713.0,,,21344.0,23556.0,2292.0,146553.0,26268.0,172713.0,172713.0,,49178.0,59611.0,164204.0,,2714.0,6084.0,160837.0,121939.0,,39187.0,37901.0,,,,,,,,,,,,,121939.0,77848.0,34745.0,11263.0,8200.0,3139.0,13757.0,3088.0,909.0,3542.0,1744.0,2526.0,2019.0,9643.0,3423.0,6312.0,42619.0,15065.0,5741.0,3328.0,4087.0,2390.0,6266.0,5671.0,77373.0,2516.0,2024.0,44058.0,28672.0,15418.0,121939.0,106530.0,15418.0,36429.0,37223.0,8280.0,10615.0,6123.0,4098.0,358.0,3086.0,1208.0,1119.0,112.0,6965.0,-23.0,6706.0,4129.0,2353.0,200.0,783.0,36429.0,37223.0,1131.0,6170.0,20922.0,8810.0,783.0,113094.0,,,,,,,,,,,,,,,2024.0,-567.0,85533.0,43183.0,42450.0,27395.0,2024.0,25950.0,-567.0,100556.0,,,,,,,,,,,,,,,2516.0,-567.0,73796.0,75278.0,-1471.0,26499.0,25555.0,905.0,23556.0,20228.0,3344.0,2292.0,175.0,2115.0
69,69,Prijsniveau 2015,2008,1083179.0,680926.0,403882.0,299641.0,101819.0,1083179.0,628784.0,480563.0,315556.0,164923.0,146982.0,119280.0,27504.0,299.0,455392.0,350698.0,103361.0,605034.0,146464.0,10820.0,102756.0,16644.0,75121.0,12669.0,1208.0,4332.0,783.0,11673.0,5283.0,8781.0,7991.0,8076.0,4554.0,10054.0,6899.0,3353.0,32455.0,320880.0,117543.0,75849.0,29897.0,12118.0,26789.0,55912.0,32658.0,88114.0,49740.0,38499.0,8693.0,17984.0,1781.0,9832.0,136624.0,120615.0,72290.0,42242.0,30057.0,48325.0,16178.0,76504.0,77228.0,718.0,680926.0,,,77868.0,86202.0,8627.0,576691.0,104632.0,680926.0,680926.0,,217893.0,251125.0,651314.0,,11886.0,21912.0,641302.0,480563.0,,161394.0,147305.0,,,,,,,,,,,,,480563.0,315556.0,138206.0,43610.0,31763.0,12021.0,58487.0,12391.0,3815.0,13985.0,7245.0,13492.0,8041.0,35846.0,10552.0,25376.0,173250.0,60325.0,24027.0,14983.0,17001.0,9898.0,24480.0,22379.0,311583.0,13195.0,9209.0,164923.0,108701.0,56271.0,480563.0,424286.0,56271.0,146982.0,150336.0,35863.0,41803.0,23977.0,16704.0,1011.0,12678.0,4061.0,3504.0,596.0,28104.0,231.0,25847.0,14925.0,9959.0,982.0,3193.0,146982.0,150336.0,4982.0,25241.0,85023.0,34489.0,3193.0,455392.0,,,,,,,,,,,,,,,9209.0,-2350.0,350698.0,180561.0,170338.0,103361.0,9209.0,96596.0,-2350.0,403882.0,,,,,,,,,,,,,,,13195.0,-2350.0,299641.0,305808.0,-6161.0,101819.0,97835.0,3810.0,86202.0,77228.0,8697.0,8627.0,718.0,7900.0
